"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FJZEVQ2H","journalArticle","2023","Mosconi, Gaia; de Carvalho, Aparecido Fabiano Pinatti; Syed, Hussain Abid; Randall, Dave; Karasti, Helena; Pipek, Volkmar","Fostering Research Data Management in Collaborative Research Contexts: Lessons learnt from an `Embedded' Evaluation of `Data Story'","Computer Supported Cooperative Work (CSCW)","","1573-7551","10.1007/s10606-023-09467-6","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10606-023-09467-6&casa_token=sps0dmvjw4caaaaa:qz1zr9txr9yyyvesr2drustz954owqo-ph5c5ulfyg9uef5g8f3xwp7zcc1ecd3b_omvq1v4xzmhmkm5gw","Recent studies suggest that RDM practices are not yet properly integrated into daily research workflows, nor supported by any tools researchers typically use. To help close this gap, we have elaborated a design concept called `Data Story' drawing on ideas from (digital) data storytelling and aiming at facilitating the appropriation of RDM practices, in particular data curation, sharing and reuse. Our focus was on researchers working mainly with qualitative data in their daily workflows. Data Story integrates traditional data curation approaches with a more narrative, contextual, and collaborative organizational layer that can be thought of as a `story'. Our findings come from a long-term `embedded' evaluation of the concept and show that: (1) engaging with Data Story has many potential benefits, as for example peer learning opportunities, better data overview, and organization of analytical insights; (2) Data Story can effectively address data curation issues such as standardization and unconformity; and (3) it addresses a broader set of issues and concerns that are less dealt with in the current state of play such as lack of motivation and stylistic choices. Our contribution, based on lessons learnt, is to provide a new design approach for RDM and for new collaborative research data practices, one grounded in narrative structures, capable of negotiating between top-down policies and bottom-up practices, and which supports `reflective' learning opportunities – with and about data – of many kinds.","2023","2024-09-02 07:33:27","2024-09-02 07:33:27","","911–949","","4","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ESCNNHG","conferencePaper","2021","Grönewald, Matthias; Niekamp, Rainer; Gutfleisch, Oliver; Schröder, Jörg","Forschungsdatenmanagement für ein interdisziplinäres Verbundprojekt","","","","10.11588/heibooks.979.c13734","https://d-nb.info/1257648276/34#page=251","","2021","2024-07-08 09:28:01","2024-09-02 13:05:17","","249-255","","","","","","","","","","","","Heidelberg","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","E-Science-Tage 2021","","","","","","","","","","","","","","",""
"3MCDSM32","journalArticle","2023","Augsten, Marie Theres; Fischer, Patryk; Helbig, Kerstin; Jacob, Boris; Jäckel, Denise; Kienbaum, Janna; Lehmann, Anna; Odebrecht, Carolin; Paßmann, Sven; Schreiber, Stefanie; Söring, Sibylle; Steinke, Britta","Nachhaltiges Forschungsdatenmanagement gemeinsam umsetzen","Bibliotheksdienst","","2194-9646","10.1515/bd-2023-0052","https://www.degruyter.com/document/doi/10.1515/bd-2023-0052/html","Zusammenfassung Nach zwei Jahren Projektlaufzeit lud der DFG-geförderte Projektverbund FDNext zu einem zweiten Community-Workshop ein. Unter dem Motto \glqqNachhaltiges Forschungsdatenmanagement gemeinsam umsetzen\grqq wurde eine projektweite Ergebnisbilanz gezogen und im Rahmen einer Online-Veranstaltung vorgestellt. Einzelne Formate ermöglichten den Austausch und die Diskussion zur Vision des Kulturwandels und eines ganzheitlichen FDMs durch Initiativen wie die Nationale Forschungsdateninfrastruktur (NFDI) sowie die Möglichkeiten der Zusammenarbeit zwischen einzelnen Konsortien und Hochschulen. Dabei wurden Aufgaben identifiziert, welche nur gemeinsam mit der FDM- bzw. Wissenschafts-Community bearbeitet werden können.","2023-08-10","2024-09-02 07:33:27","2024-09-02 11:59:24","","393–409","","7-8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8BHKSEXH","report","2023","Wolff, Ian","Forschungsdatenstrategie 2023-2025","","","","","https://opus4.kobv.de/opus4-hnee/files/677/forschungsdatenstrategie_2023-2025.pdf","","2023","2024-09-02 07:33:27","2024-09-02 11:49:22","","","","","","","","","","","","","","","","","","","","","","DOI: 10.57741/opus4-677","","C:\Users\lanza01\Zotero\storage\Y9HMGBNC\Wolff - 2023 - Forschungsdatenstrategie 2023-2025.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7T8JCMG","journalArticle","2023","Gärtner, Anne; Rump, Markus; Vompras, Johanna; Walz, Kristina","Forschungsdatenmanagement – Uniweite Angebote für Wissenschaft und Forschung: Kolloquium Wissensinfrastruktur, Sommersemester 2023","Kolloquium Wissensinfrastruktur","","","10.11576/kwi-1128","https://biecoll2.ub.uni-bielefeld.de/index.php/kwi/article/view/1128","Forschungsdatenmanagement (FDM) bedeutet, die im Rahmen eines Forschungsprojektes anfallenden Daten methodisch-systematisch zu erheben, zu organisieren, zu bewahren, zu dokumentieren und nachnutzbar zu machen. Die Universität Bielefeld hat mit dem Kompetenzzentrum Forschungsdaten verbindliche Unterstützungsdienstleistungen zu allen Bereichen des \glqqData Life Cycle\grqq etabliert. In diesem Vortrag werden sowohl Einblicke in die lokale Arbeit rund um das Forschungsdatenmanagement gegeben, aber auch bestehende Vernetzungsaktivitäten mit relevanten Stakeholdern präsentiert. Des Weiteren wird das \glqqServicezentrum Medical Data Science\grqq der Medizinischen Fakultät seine fachspezifischen FDM-Supportstrukturen und deren Einbettung in die hochschulweite Infrastruktur vorstellen.","2023","2024-09-02 07:33:27","2024-09-02 12:53:28","","","","","","","","","","","","","","","de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VARHR8VT","book","2018","Neumann, Janna; Soßna, Volker","Forschungsdaten managen - Anforderungen, Methoden, Hilfsmittel","","","","","https://www.repo.uni-hannover.de/handle/123456789/3994","Dies sind die Folien und Arbeitsmaterialien für eine Schulung im Rahmen der hochschulübergreifenden Weiterbildung in Niedersachsen vom 15. März 2018. Kursbeschreibung: Ein professioneller Umgang mit Forschungsdaten gewinnt im wissenschaftlichen Alltag ebenso wie in der politischen Diskussion immer mehr an Bedeutung. Mit diesem Kurs verschaffen Sie sich einen Überblick über die verschiedenen Aspekte des Forschungsdatenmanagements und erhalten praktische Tipps für Ihre Arbeit. Es gehört zur guten Wissenschaftlichen Praxis, Forschungsdaten, die Grundlage veröffentlichter Ergebnisse sind, mindestens 10 Jahre lang so aufzubewahren, dass sie lesbar und verstehbar bleiben. Das setzt eine angemessene Dokumentation, geeignete Dateiformate und einen regelmäßigen Austausch der physischen Datenträger voraus. Viele Drittmittelgeber und Wissenschaftsorganisationen erwarten inzwischen, dass Daten nicht nur archiviert, sondern öffentlich zugänglich gemacht werden. Dafür sollten Sie in geeigneten Datenrepositorien abgelegt und mit einem eindeutigen und permanenten Identifier, wie z.B. einem DOI, versehen werden. Wie die Dokumentation, Archivierung und Veröffentlichung funktioniert und welche Hilfsmittel es gibt, erfahren Sie in diesem Kurs. Inhalte: Überblick über die Teilaspekte des Forschungsdatenmanagements: Was gehört alles dazu? Anforderungen von Drittmittelgebern und Wissenschaftsorganisationen: Was muss ich beachten? Daten publizieren: Wie geht das und was habe ich davon? Der Datenmanagementplan: So plane ich den Umgang mit meinen Daten Unterstützungsangebote: Welche Dienste kann ich nutzen und wer hilft mir weiter?","2018","2024-09-02 07:33:27","2024-09-02 07:33:27","","","","","","","","","","","","","Leibniz Universität Hannover","","","","","","","","","DOI: 10.15488/3960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCHDFNT2","book","2019","Hesse, Elfi; Baier, Juliane; Schmidtke, Knut","FDM-Handbuch für HAW","","","","","https://htw-dresden.qucosa.de/id/qucosa:36556","Das hier vorliegende Handbuch ist im Rahmen des Projektes \glqqVernetztes Forschungsdatenmanagement an Hochschulen für angewandte Wissenschaften am Beispiel der HTW Dresden – FoDaMa-HTWD\grqq entstanden.1 Es stellt eine kurze und übersichtliche Zusammenfassung der wichtigsten Erkenntnisse dar, welche während der Projektlaufzeit an der Hochschule für Technik und Wirtschaft Dresden (HTWD) zum Forschungsdatenmanagement (FDM) gewonnen wurden. Die Autor/innen möchten mit diesem Handbuch andere Hochschulen für angewandte Wissenschaften (HAW) bei der Strategieentwicklung und dem notwendigen FDM-Strukturaufbau unterstützen. Es richtet sich demnach vorrangig an Personen, die sich an Hochschulen mit der strategischen Weiterentwicklung im Bereich Forschung beschäftigen und sich vielleicht die Frage stellen, welche unterstützendenFDM-Services und Maßnahmen ergriffen werden sollten, damit die Forschenden der eigenen Institution der zunehmenden Forderung nach offener und nachhaltiger Arbeitsweise im Umgang mit Forschungsdaten gerecht werden können.","2019","2024-09-02 07:33:25","2024-09-02 10:54:48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J26KJ756","book","2018","Krause, Evamaria; Brand, Ortrun; Deppe, Arvid; Krähwinkel, Esther; Jagusch, Gerald; Müllerleile, Tobias; Schumann, Natascha; Wolff-Wölk, Andrea","FDM vernetzt und kooperativ","","","","","https://kobra.uni-kassel.de/handle/123456789/11345","Entstanden im Rahmen des Projekts \glqqHessische Forschungsdateninfrastrukturen\grqq, gefördert vom Hessischen Ministerium für Wissenschaft und Kunst","2018","2024-09-02 07:33:25","2024-09-02 12:52:37","","","","","","","","","","","","","Universität Kassel","","de","","","","","","","DOI: 10.17170/kobra-20191024725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3XGAETH","journalArticle","2018","Hausen, Daniela Adele; Windeck, Jürgen","Entwicklung eines Blended Learning Kurses zum Forschungsdatenmanagement an der RWTH Aachen University: 17-31 Seiten / o-bib. Das offene Bibliotheksjournal / Herausgeber VDB, Bd. 5 Nr. 3 (2018)","o-bib. Das offene Bibliotheksjournal / Herausgeber VDB","","2363-9814","10.5282/o-bib/2018H3S17-31","https://www.o-bib.de/bib/article/view/5337","Im Rahmen eines MALIS-Projektes wird ein Kurs zum Forschungsdatenmanagement für die RWTH Aachen University vorgestellt. Basierend auf einer Analyse des bisherigen Kursprogramms, orientiert sich das Kurskonzept konsequent an den Zielen und Erwartungen der Forschenden. Das Konzept für den Blended-Learning-Kurs basiert auf der Lehrstrategie MOMBI. Angelehnt an das \glqqFlipped Classroom\grqq-Modell, wird der Kurs aus einer vorgeschalteten Online-Selbstlernphase und einem anschließenden Präsenzworkshop aufgebaut. In dem vorliegenden Aufsatz werden die Lernziele, der Kursaufbau und die Inhalte des Kurses vorgestellt.","2018","2024-09-02 07:33:25","2024-09-02 07:33:25","","17–31","","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54Z659SF","journalArticle","2023","Lehmann, Joel; Schorz, Stefan; Rache, Alessa; Häußermann, Tim; Rädle, Matthias; Reichwald, Julian","Establishing Reliable Research Data Management by Integrating Measurement Devices Utilizing Intelligent Digital Twins","Sensors","","1424-8220","10.3390/s23010468","https://www.mdpi.com/1424-8220/23/1/468","One of the main topics within research activities is the management of research data. Large amounts of data acquired by heterogeneous scientific devices, sensor systems, measuring equipment, and experimental setups have to be processed and ideally be managed by Findable, Accessible, Interoperable, and Reusable (FAIR) data management approaches in order to preserve their intrinsic value to researchers throughout the entire data lifecycle. The symbiosis of heterogeneous measuring devices, FAIR principles, and digital twin technologies is considered to be ideally suited to realize the foundation of reliable, sustainable, and open research data management. This paper contributes a novel architectural approach for gathering and managing research data aligned with the FAIR principles. A reference implementation as well as a subsequent proof of concept is given, leveraging the utilization of digital twins to overcome common data management issues at equipment-intense research institutes. To facilitate implementation, a top-level knowledge graph has been developed to convey metadata from research devices along with the produced data. In addition, a reactive digital twin implementation of a specific measurement device was devised to facilitate reconfigurability and minimized design effort.","2023","2024-09-02 07:33:25","2024-09-02 07:33:25","","468","","1","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"69UPAEGT","presentation","","Grossmann, Yves Vincent","Edmond-The Open Research Data Repository of the Max Planck Society","","","","","https://pure.mpg.de/rest/items/item_3386078/component/file_3389503/content","","","2024-07-08 09:28:01","2024-10-29 10:34:33","","","","","","","","","","","","","","","","","","","","","","","","","","repository; MPDL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IRF8I3E","journalArticle","2019","Leendertse, Jan; Mocken, Susanne; von Suchodoletz, Dirk","Datenmanagementpläne zur Strukturierung von Forschungsvorhaben","Bausteine Forschungsdatenmanagement","","2626-7489","10.17192/bfdm.2019.2.8003","https://bausteine-fdm.de/article/view/8003","Digitale Forschungsprozesse produzieren eine zunehmende Menge an Daten. Sie sind oft sehr disziplinspezifisch und liegen in verschiedenen Formen vor. Dabei können sie sowohl Basis als auch Ergebnis von Forschung sein. Bewahren, Verwalten und Kuratieren von Forschungsdaten wird so zu einer zentralen Aufgabe jeder Wissenschaftlerin und jedes Wissenschaftlers sowie der Forschungseinrichtungen. Dieser Prozess muss strukturiert und organisiert werden. Eine sich zunehmend etablierende Lösung besteht in der Verwendung von Datenmanagementplänen (DMP). Sie können primär als abstraktes Konzept aufgefasst werden, das dabei hilft, das Datenmanagement über den geplanten Projektablauf des Forschungsvorhabens und die spätere Langzeitverfügbarkeit zu definieren. Ein DMP strukturiert hierzu den Umgang mit Forschungsdaten über deren Lebenszyklus hinweg. Dabei laufen Erkenntnisse zu benötigten oder generierten Datensätzen ebenso zusammen wie deren Lizenzierung, Anreicherung mit Metadaten, notwendige Verarbeitungsschritte und -software oder die Eigentümerschaft im Zeitablauf. Um die vielfältigen Fragestellungen rund um DMPs abzudecken, sollten Forschungseinrichtungen geeignete Beratungsangebote etablieren.","2019","2024-09-02 07:33:24","2024-10-29 08:34:26","","4–9","","2","","","","","","","","","","","de","","","","","","","","","","","data management plan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CT82ZIPX","journalArticle","2018","Kuberek, Monika; Fürste, Fabian","Datenmanagementpläne leicht gemacht: TUB-DMP, das Web-Tool der TU Berlin für Datenmanagementpläne","o-bib. Das offene Bibliotheksjournal / Herausgeber VDB","","2363-9814","10.5282/o-bib/2018H2S47-60","https://www.o-bib.de/bib/article/view/5328","Das Web-Tool TUB-DMP ist ein weiterer Baustein in der Forschungsdaten-Infrastruktur der Technischen Universität Berlin, die vom \glqqServicezentrum Forschungsdaten und -publikationen\grqq (SZF) betrieben wird. TUB-DMP ergänzt das Repositorium für Forschungsdaten und Publikationen \glqqDeposit-Once\grqq, das die langfristige Verfügbarkeit, Verifizierung, Zitierbarkeit und Nachnutzbarkeit der Forschungsergebnisse gewährleistet. Forschungsdatenmanagement und ForschungsdatenInfrastruktur der TU Berlin sind nach den FAIR Data Principles (Findable, Accessible, Interoperable, Re-usable) ausgerichtet. Dieser Maßgabe entsprechend wurde auch TUB-DMP entwickelt, um den Wissenschaftlerinnen und Wissenschaftlern der TU Berlin ein Dokumentationswerkzeug an die Hand zu geben, das ein FAIRes Management ihrer Forschungsdaten ermöglicht. TUB-DMP wurde gemeinsam mit Pilotpartnern aus der TU Berlin entwickelt. Die erste Version wurde im September 2015 in Betrieb genommen, Version 2 mit einer Reihe von Erweiterungen im Dezember 2017. The TUB-DMP Web tool is a further component in the research data infrastructure of the Technische Universität Berlin (TU Berlin), which is operated by the Service Center for Research Data and Publications (SZF). TUB-DMP complements \grqqDepositOnce”, the repository for research data and publications, which guarantees the long-term availability, verification, citability and re-usability of research results. The management of research data and the research data infrastructure at TU Berlin are aligned with the FAIR data principles (Findable, Accessible, Interoperable, Re-usable). TUB-DMP was developed according to these requirements in order to provide scientists with a documentation tool that enables the FAIR data management of their research data. TUB-DMP was developed in cooperation with pilot partners from TU Berlin. The first version went live in September 2015, the extended second version was released in December 2017","2018","2024-09-02 07:33:24","2024-10-29 10:06:25","","47–60","","2","5","","","","","","","","","","de","","","","","","","","","","","DMP tools; institutional; TU Berlin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7CJZ8JH","journalArticle","2022","Favella, Gianpiero; Fingerhuth, Matthias; Hausen, Daniela; Helbig, Kerstin; Hendriks, Sonja; Meyermann, Alexia; Soßna, Volker","Datenmanagementpläne in der Forschung – von Grundlagen zu Grundfragen","Bausteine Forschungsdatenmanagement","","2626-7489","10.17192/bfdm.2022.1.8366","https://bausteine-fdm.de/article/view/8366","Datenmanagementpläne werden zunehmend als wichtiges Element der guten wissenschaftlichen Praxis verstanden und bei der Beantragung von Fördermitteln eingefordert. Die Workshopreihe \glqqDatenmanagementpläne in der Forschung – von Grundlagen zu Grundfragen\grqq hatte zum Ziel, die unterschiedlichen Perspektiven auf Datenmanagementpläne zu beleuchten und einen Austausch zwischen allen am Thema Beteiligten zu ermöglichen. Hierzu wurde im ersten Workshop zunächst ein gemeinsames Verständnis für Definition und Inhalte eines Datenmanagementplans geschaffen. In den zwei folgenden Veranstaltungen wurden die Perspektiven der Forschungsförderer und der Forschenden diverser Fachbereiche beleuchtet. Die abschließende vierte Veranstaltung stellte verschiedene Tools zur Erstellung von Datenmanagementplänen vor. Der vorliegende Artikel informiert über Inhalte und Ergebnisse der vier Workshops und gibt einen Ausblick auf zukünftige Entwicklungen.","2022","2024-09-02 07:33:24","2024-10-29 08:33:49","","103–120","","1","","","","","","","","","","","","","","","","","","","","","","data management plan; DMP tools; funders","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K7ZKFZQJ","book","2022","Söding, Emanuel; Pörsch, Andrea; Buttigieg, Pier Luigi; Kollai, Helen; Weinelt, Martin; Lorenz, Sören","Die Dateninfrastruktur (DIS)-Erhebung im Forschungsbereich Erde und Umwelt der Helmholtz-Gemeinschaft: Erste Ergebnisse und Schlussfolgerungen","","","","","https://oceanrep.geomar.de/id/eprint/57986","Die Anschlussfähigkeit bestehender Helmholtz-Dateninfrastrukturen an nationale und internationaleInitiativen (z.B. NFDI, EOSC und andere), ist ein wichtiges zentren-übergreifendes Ziel der Helmholtz-Gemeinschaft. Dafür ist es entscheidend, die bestehenden Zusammenhänge der Forschungsdaten-erhebenden und -nachnutzenden sowie die Dateninfrastrukturen (DIS) entlang der FAIR-Prinzipien1 zuordnen. Ziel dieser Erhebung ist es, einen Überblick über bestehende Praktiken und Entwicklungs-stände der Dateninfrastrukturen (DIS) in der Helmholtz Gemeinschaft im Bereich Erde und Umwelt zu erhalten, um eine konsistente Strategie zur Umsetzung eines FAIRen Datenraumes entwickeln zu können.Es stellt sich heraus, dass, den DIS die FAIR-Prinzipien bekannt sind, sie sich mehrheitlich dazu bekennen und bestrebt sind, diese bestmöglich umzusetzen. Dabei wählen sie zum Teil sehr unterschiedliche Umsetzungsstrategien und treffen auf unterschiedliche Herausforderungen und Hindernisse. Dabei wird deutlich, dass die Schwierigkeiten in der Umsetzung mit der Tiefe und organisatorischen Komplexität bei der Implementierung der FAIR-Prinzipien zunehmen. Während beispielsweise einige Kriterien zur Auffindbarkeit (Findability) und Zugriffsmöglichkeit (Accessability) bereits bei vielen DIS z.B. durch den Einsatz von DOIs und Metadatenstandards erfüllt sind, ist esoffensichtlich schwieriger, die Interoperabilität (Interoperabilty) und Nachnutzbarkeit (Reusability) der Daten umzusetzen.Der HMC Hub Erde und Umwelt (EuU) kann aus der Erhebung für den Forschungsbereich EuU eine Reihe von Empfehlungen ableiten. Dazu gehört unter anderem die Notwendigkeit eines einheitlichen Verständnisses von FAIR. Innerhalb des Forschungsdatenmanagements (FDM) sollte der Fokus insbesondere auf eine einheitliche Umsetzung persistenter Identifier (PIDs) / Handles, FAIR Digital Objekts (FDOs), semantischer Konzepte und Provenienz gerichtet werden, weil deren Einsatz wichtige Bausteine für die Umsetzung der FAIR-Prinzipien sind. Infolgedessen könnte die Rolle von HMC sein, den einheitlichen Umgang mit Forschungsdaten innerhalb der Helmholtz-Gemeinschaft zu moderieren und zu koordinieren. Dadurch würden Prozesse zu etabliert die es erlauben, dass alle erhobenen Daten in den verschiedenen Forschungsbereichen gefunden, verwendet und einheitlich referenziert werden können.Langfristig gilt es einen Community Co-Design Prozess zu etablieren, der es erlaubt, möglichst konkrete, gemeinschaftlich getragene Vereinbarungen zum Datenaustausch zu treffen und diese in Helmholtz Empfehlungen zum Umgang mit Forschungsdaten, also Policies, umzusetzen. Dadurchwürde ein für alle nachvollziehbarer, interoperabler Helmholtz Datenraum geschaffen.","2022","2024-07-08 09:28:01","2024-09-02 10:04:13","","","","","","","","","HMC Report","","","","HMC Office, GEOMAR Helmholtz Centre for Ocean Research","Kiel, Germany","","","","","","","","DOI: Andrea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJI3ZVGK","journalArticle","2023","Kim, Soo-Yon; Hillemacher, Steffen; Decker, Stefan; Rumpe, Bernhard; Geisler, Sandra","Designing and Implementing Practicable Data Management Plans in Large-Scale Projects","Bausteine Forschungsdatenmanagement","","2626-7489","10.17192/bfdm.2023.3.8571","https://bausteine-fdm.de/article/view/8571","Creating a data management plan serves as both a suitable entry point as well as an accompanying guide to research data management for researchers. While the practice is becoming more common, it is still uncharted territory for most researchers. A comprehensive guidance as well as a facilitating environment are essential to enable researchers to integrate this practice into their everyday work. So far, little research has been directed towards the implications for the work of data stewards in this context, with hardly any recommendations on how they can provide such an enabling guidance and environment. We explored the implications in the Cluster of Excellence \textquotedblInternet of Production\textquotedbl by conducting a series of interviews with researchers on the topic of research data management practices. Five major requirements emerged for the practicable design and implementation of a data management plan template in large-scale projects. On their basis, a customized template was created, whose project-wide implementation is currently being carried out.","2023","2024-09-02 07:33:24","2024-10-29 08:34:58","","1–12","","3","","","","","","","","","","","","","","","","","","","","","","data management plan; DMP template; large-scale reseach","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWJQ9ZAU","presentation","2019","Stührenberg, Maik","Datenmanagement-Pläne interaktiv mit RDMO","","","","","https://biecoll.ub.uni-bielefeld.de/index.php/kwi/article/download/863/910","","2019","2024-05-28 12:48:58","2024-09-02 11:33:32","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\lanza01\Zotero\storage\24EYVB83\2019 - Datenmanagement-Pläne interaktiv mit RDMO.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kolloquium Wissensinfrastruktur","","","","","","","","","","","","","","","",""
"Z7H7ZKWJ","journalArticle","2022","Mittal, Deepti; Mease, Rebecca; Kuner, Thomas; Flor, Herta; Kuner, Rohini; Andoh, Jamila","Data management strategy for a collaborative research center","GigaScience","","","10.1093/gigascience/giad049","","The importance of effective research data management (RDM) strategies to support the generation of Findable, Accessible, Interoperable, and Reusable (FAIR) neuroscience data grows with each advance in data acquisition techniques and research methods. To maximize the impact of diverse research strategies, multidisciplinary, large-scale neuroscience research consortia face a number of unsolved challenges in RDM. While open science principles are largely accepted, it is practically difficult for researchers to prioritize RDM over other pressing demands. The implementation of a coherent, executable RDM plan for consortia spanning animal, human, and clinical studies is becoming increasingly challenging. Here, we present an RDM strategy implemented for the Heidelberg Collaborative Research Consortium. Our consortium combines basic and clinical research in diverse populations (animals and humans) and produces highly heterogeneous and multimodal research data (e.g., neurophysiology, neuroimaging, genetics, behavior). We present a concrete strategy for initiating early-stage RDM and FAIR data generation for large-scale collaborative research consortia, with a focus on sustainable solutions that incentivize incremental RDM while respecting research-specific requirements.","2022","2024-09-02 07:33:23","2024-09-02 13:06:30","","","","","12","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8EJMUXH","journalArticle","2023","Becker, Carina; Hundt, Carolin; Engelhardt, Claudia; Sperling, Johannes; Kurzweil, Moritz; Müller-Pfefferkorn, Ralph","Data Management Plan Tools: Overview and Evaluation","Proceedings of the Conference on Research Data Infrastructure","","2941-296X","10.52825/cordi.v1i.338","https://www.tib-op.org/ojs/index.php/cordi/article/view/338","Data Management Plans (DMPs) are crucial for a structured research data management and often a mandatory part of research proposals. DMP tools support the development of DMPs. Among the variety of tools available, it can be difficult for researchers, data stewards and institutions to choose the one that is most appropriate for their specific needs and context. We evaluated 18 DMP tools according to 31 requirement parameters covering aspects relating to basic functions, DMP contents, technical aspects and user friendliness. The highest total evaluation scores were reached by Data Stewardship Wizard (703.5), DMPTool (615.5) and RDMO NFDI4Ing (549.5). The tools evaluated satisfied between 10 % and 87 % of the requirement parameters. 11 tools cover at least half of the parameters. In terms of correlation among the tools, which indicates to which degree their scores in the different requirement parameters are alike, we found the highest correlation for ezDMP and GFBio DMPT. Regarding the relatedness between the tools, 85 % of the DMP tools were positively and 16 % negatively correlated. Accounting for the recent developments in the area of DMP tools, this study provides an up-to-date evaluation that can support tool developers in identifying potential improvements, and hosting institutions to select a tool suited to their specific needs.","2023","2024-09-02 07:33:23","2024-10-29 10:05:25","","","","","1","","","","","","","","","","","","","","","","","","","","","RDMO; DMP tools; comparison; DMPTool; DS-Wizard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
